Message,Availability,Payment,Attraction (Experiences),Facility,House Rules,Location,Discount,Contact Host,Others
"Hello Kathy,My name is Paco, from Spain. I'm a owner as you in -------.---. Im 39 years old and with a group of friends will visit Amsterdam for Madonna's concert in 5th December. We would like to book your property from 4 to 8 December, all of us are 39 o more years old, I'm the youngest. Is your properti available?Thanks in advance.Kind Regards.Paco.",1,,,,,,,,
Hi mr taiga.I'm noorul from malaysian. I'm about to book . May i know whether this apartment is still available on 25-27th march?,1,,,,,,,,
"Hi Maureen, I am Florence from Kuala Lumpur. My company is looking for long term rental of serviced apartment (2 bedroom), somewhere near Chinatown. We have an ongoing project until 2018. We can start rental any time now, if the price is right. Appreciate if you can get back to me.",1,,,,,,,1,
"Hello!I am looking for monthly place, how much is it? how can I wash and dry my clothes? Thank you!",,1,,1,,,,,
"Hi, would you able to advise if you have availability on the above dates. The apt looks lovely, is it in a quiet area/street? Are the bedroom windows facing the street or back of the property?Kind regardsMichael.",1,,,1,,,,,
I wanna enquire bot the apartment as I'm looking for a rented service apartment for a week!..around 8 of my frnds are coming from mumbai!..so please revert me back!...will drop my number +-- ---- ----,1,,,,,,,1,
"Hi Pauline,I would like to book one apartment for my family trip to Penang on 19 Dec 2015 to 20 Dec 2015. I has around 8 adults and 5 children. (2 children with 9 years old, 1 with 8 year old, 1 with 6 years old and 1 below 4 years old).My father has walking difficulty, so I am looking for apartment with lift facilities.My kids like swimming so I hope the swimming pool is well maintain.Looking for your reply soon. Lai Shin",1,,,1,,,,,
"Hi, my husband and I are traveling to Florida in just short of 9 weeks, there is only going to be the two of us, could you please give us a price including pool heating.......thanks x",,1,,1,,,,,
"Hi - I would like to know how far is your place from the Diggi palace, the location for the literature festival.regards,Arnab Mukherjee ( -----@-----.---)",,,1,,,,,,
I am interested in booking these villas for the dates as outlined. Its ten bedrooms but says only sleeps 16 is this just a typo and it actually sleeps twenty?Thanks Kirstin,,,,1,,,,,
Hi it is still available,1,,,,,,,,
"We are planning to have a trip on 30 May 2016 until 2 June 2016. Our trip would have 32 people. What i like to ask is your address, rooms and more details about your home stay. Thus i would like to ask whether this home stay is book for the whole home or others. That's for all , thank you.",,,,1,,1,,,1
"We have submitted a request yesterday afternoon to book this unit for 11/4- 11/7, would appreciate a reply so we can plan our trip. Thx, RayDates are not flexible had to check that box to send.",1,,,,,,,,1
Please advise availability during the requested period.,1,,,,,,,,
"To whom it may concern, My friend and I will be traveling to Dubai from March 3,2016 to March +-- ---- ---- and we were inquiring about your rental property and its availability. WE would very much appreciate your response. Best regards Isabel Sandoval",1,,,,,,,,
Dear sirAm looking for two bedroom apartment for 10 days . Please send me your quotation Thanks,1,1,,,,,,,
"Good afternoon. We are planning on visiting Seoul in September and are interested in renting your appartment. Can you tell me how easy it would be to get to from ICN airport? Also, never visiting Seoul before, is this located in a central area with easy access to sightseeing attractions? We are unsure what area of Seoul would be the best for us. Thank you for any help. Ann",,,1,,,1,,,
I would like to book this accommodation but need some help booking the transport from Bali (airport) to the island. Additional information of how we could get around would be also great.Kind regardsMaria,,,,,,,,,1
Good mornig Chung Li.We would like to know the adress and the options to get subways from your apartament. Thanks,,,,,,1,,,
Hello.Is your unit still available from tonight until monday? Tore,1,,,,,,,,
family of 4 looking for dates in December this year. Looks like you may be booked over Christmas but still interested around these dates. Mother in law lives near Uki at the base of mount Warning. How far away is that?,,,1,,,,,,
"Hello - Would you be flexible on price? I'm currently near Kata beach and was looking to try somewhere different. Being a single traveler I don't necessarily need multiple bedrooms, but the location looks great and I really like the idea of having a kitchen. Thanks William",,1,,,,,1,,
"Hello ,We are a marred couple . please let me know how far the bus stop is from your place . blue bus or orange bus thank you.Don",,,,,,1,,,
"HI,I am Durga prasad,we are coming from India to visit bali on 17-3-16.",,,,,,,,,1
"Hi! Is your property available for these dates? I used to live in the Philippines, and currently reside in NY. I'm planning a visit with my family for the holiday. It will be my family's first time to visit the Philippines.",1,,,,,,,,
"Hi, I'm a professor in Taiwan. My familiy (I, my husband, 2 kids--one is 7, the other is 9 years old) plans to travel in Singapore from 1/11 to 1/16. Is it possible that you can give us a matress or something so that we can stay in the same room? How far is it from your place to a MRT station (what's the name of MRT station)? and how much it will cost for the 5-night stay?",,1,,1,,1,,,
I want knw the price n ur contact nom,,1,,,,,,1,
My self and my family planning to travel singapore in the month of October 15 as a leisure trip.plese get me the final price,,1,,,,,,,
Hi OwnerI'm interested to know if it is walking distance to EDA royal hotel.Janice,,,,,,1,,,
"Dear sirs, Please confirm the availability. Thank you.",1,,,,,,,,
We will be going to Shalom Hartman Institute11 Gedalyaha Alon 93113. How far away is the apartment? How long will it take to walk there? We are two couples in our 60s. Are the bed doubles or queen size?Is there a discount if we stay 8 -10 days?,,,,1,,1,1,,
"Hi,My name is Narasimhan. I am planning a holiday to Delhi during March 2016 with my family. Your homestay looked rather impressive. I will be happy if you could send me more details at the earliest so that we can take a decision by tomorrow",,,,,,,,,1
"Hello , We like the photo,s of this apartment - Is it avaible on the above dates ? We are traveling to Dubai from Scotland for 6 nights as Its my Partners 50th Birthday on 24th March .Its her wish to spent it in Dubai.Myself Partener plus her elderly mother will make up the party of 3 - Should this not be available you may of something similar in that area . look forward to hearing from you - Regards Andy",1,,,,,,,,
"Hi,i will travel there with family and I want check the price for home stay.",,1,,,,,,,
"Hi Rafael! It seems you are hosting several appts here:) Again, also I am very interested to rent this appartment. Is this one still an option? Thanks a lot for the feedback, Leen",1,,,,,,,,
"hi Lily, this is Tammy from taiwan!! we'll have 1st family travel oversea in Singapore on 2/9-2/11 2nights and 2/13-2/14 1night! around13-14persons(including 3 kids)! because we spend 2nights in bintan, so could we put our bagages there from 2/11-2/13? and have any surprise discounts for us if we book early? plez kindly reply, thx~",,,,,,,1,,
sir my name is Rakesh and i am contacting u from bangalorepls tell me the availability,1,,,,,,,,
"hi miss linda ,gud day!  i am Mae valerie a filipino working in changi general hosp. my husband is coming here in sg. he is working in macau. this double room? may i just know if how many are we in the room? thank you very much",,,,1,,,,,
"Hello, I am trying to book your villa on the vrbo website. For some reason it isn't letting me enter my credit card info. How can I book it? Also, how far of a walk is it to the subway? I know that you include an airport pick up, but does it include a drop off as well? If not, how far is it to the airport. Cheers, Greg",,,,,,1,,,1
"H, just want to inquire some details regarding on your unit. kindly contact me on this no. +-- ---- ----. thanks",,,,1,,,,1,
how big is the unit thank you,,,,1,,,,,
"Hello Wilson,We are a family of 3 (my husband, myself and our currently 15 month old daughter) visiting HK with my mother and grandmother (originally from HK). They prefer to reside in another apartment apart from us. We are just enjoying our time here mostly visiting with family as we don't often see everyone as we are in Canada. My husband and I are 34 and 35 and have a design business in Toronto, Canada. He is German/Italian/Peruvian and I am Chinese. We travel throughout the entire year and live/work around the world. We are clean, respectful and quiet folks. We do not drink or smoke.Our goal is to find accommodations close to one another so that my grandmother can see her great granddaughter easier and often during our stay without too much travelling each day.You location and home look perfect for us 3. Our dates are not set as we have not confirmed our airfare yet for travel in November. Just seeing if you have availability and if you can offer a slightly better rate if we stay for the month.Thank you for your consideration.Sincerely,Maria",1,,,,,,1,,
Is your place still available? would it be possible to see it before payment and is there a maid service available. what is the total cost of rental all inclusiveThanksAnnila,1,1,,,,,,,
"Hello,If your villa is available pls confirm and quote. We are 4 adults, 2 teens (17 n 15) and 2 toddlers (3 n 2). Thanks.",1,1,,,,,,,
Will children below 3 years be counted in 10 headcount?,,,,,1,,,,
"Hi,My name is Bruno Cyrillo,39 years old and I am a NZ citizen and I do have plans to stay in Melbourne for a while.I am a quiet and non-smoker person and I would like to know if the area that you are renting this room is near to train stations and other facilities.Best regards,Bruno Cyrillo",,,,,,1,,,
"Hi Ryan,I was in touch with you a while ago. I'm goig to book your unit now but noticed the 3rd floor one ""1) Brand new..."" is not available on the 11th October 2015. We were looking at 11-14 October - 3 nights. If this is correct, I'll book your number ""2) Brand new.."" insteda but just wat to check first.Cheers,Carmen",1,,,,,,,,1
"Hello,My job is similar to yours (I rent properties to holidays), but in Portugal and I work with a great company who makes my bookings and they work in Thailand too.I was thinking work with you and advertise your properties too in this website. What do you think of the idea? Thanks.All the best,Marcelo Bravo",,,,,,,,,1
"Hello, we are interested to book your villa from 27th to 29th December (2 nights). we are in 7 people + 1 baby (15 months). Please could you let me know if it is available and the total price? Is available in the villa a bed for baby (with barrier)? Thank you and best regards Marzia",1,1,,1,,,,,
Is there like a clubhouse for party?,,,1,,,,,,
i have to know if is posibile we are 5 people 4 men and one women..is posible to booking,1,,,,,,,,
Hi. are we able to book this property. Please email me as soon as possible. -----@-----.--- or call +-- ---- ----. We get into Bangkok tomorrow and our other reservation fell through and we need a place. Thank you in advance. Chad :),1,,,,,,,1,
Hello! How much is the monthly rent for your unit? I untend to stay for 5 months. Thank you,,1,,,,,,,
with kitchen,,,,1,,,,,
We are a family of 2 adults and 3 children (+-- ---- ----)and would like a week in this area. Is this property free?amanda,1,,,,,,,,
"I am interested in looking at the home for 8/16-8/18, please contact me at +-- ---- ----.",,,,,,,,1,
"Very Interested in renting your property for Memorial Day wknd. Would like to know details i.e. Pricing, deposit, check in/checkout policy. I have found that some property info is incorrect on this site at times. Very Respectfully,Geno Herron",,1,,,1,,,,
Hi BabyWe would like to check with you if we can make a booking to stay In your nice apartment. (7 adult and 1 child age 4). Look forward to hear from you soon.Thank you very much.Best regards Audrey,1,,,,,,,,
hi please advise if the place is available for the duration of 1st Nov to 5th Deckind regards Ramil-----@-----.--------@-----.---,1,,,,,,,,
"Hi,Interested to book your apartment, may i know how many minutes walk from subway or bus station to your apartment ? And did you provide pocket wifi ?Regards,Joanne",,,,1,,1,,,
hellowe ara a couple from tunisia we will come on janurayI hope you accept usthank you,1,,,,,,,,
"Good Afternoon - I am coming from California for an extended stay in Sydney. I want to stay March 1-April 30 in this neighborhood on/near the water. I have one son living in Sydney while working abroad and another studying a semester there so it is a good time for me to spend time getting to know your City. Please let me know if your place is still available for the dates of 3/9-4/30 or any earlier (3/1-3/9). Regards, Jim Anderson",1,,,,,,,,
3 girls 2 boys young australian professionals. Total cost?,,1,,,,,,,
Hi This is Tushar Butle. We are total 8 people will come on 24th March 16. Please let us know the details for accommodation. My mobile no. +-- ---- ----,,,,1,,,,1,
hi can i know the fare for 4 nights for 6 members,,1,,,,,,,
I see you are completely booked but just wanted to reach out and see if you had any cancellations or anything July 18-22nd. my boyfriend plays minor league baseball and found your apartment to be perfect! Thank you!,1,,,,,,,,
I need a flat for one day rent.,1,,,,,,,,
"Hi, I'm a student of Korea. I schedule to travel Osaka with my friends. I wonder if we use your room that period. If it is possible, I want to reserve room in that days. Plz reply. Thank U!!",1,,,,,,,,
What the distance from here to patong night life area ? 2 bed room in privacy ? I means some of the 2 bed room means 1 bed room but another bed at living room . So my friend come out from bed room will see I am sleeping there . Is it seperate privacy room ? Beach front ?,,,,1,,,,,
Can you please confirm price and availability so I can proceed with booking. Children are 2 years and 8 Months.,1,1,,,,,,,
"Hello, This apartment looks like it would suit our family well. However, we are just wondering what are the size of the beds in each room? Does the sofa pull out into a bed? Thanks.",,,,1,,,,,
"Hi , I am looking for service apartment in December period.for 15 pax , cheaper as possible. Please drop me an email to -----@-----.---",1,,,,,,,,
"hi ,im looking for a 4 bedroom house or some accommodation that can accommodate ,8 adults and 5 kids under the ages of 12.plz let me know if u can help.thanks",1,,,,,,,,
I am interested in booking your place. Is it available on my travel dates?,1,,,,,,,,
"Hi, is your apartment still available from April 14-April 24? How much will it cost us in total? We're with two adults and one child (4 years old). Thank you for your reply.",1,1,,,,,,,
"Hello,I am looking for a room to stay for 2 nights. Female filipina my number +-- ---- ---- pls sms me. Urgent.Thank you.",,,,,,,,1,
is this condo available for Jan to June 2015? and what will be the monthly rental rate?,1,1,,,,,,,
I have a group of women for a convention @ Madison square garden Looking for an affordable price instead of hotel,1,,,,,,,,
we will be attending a wedding as a family.,,,,,,,,,1
Retired couple coming to visit son & family who live on Pittwater road,,,,,,,,,1
"Hello, we are a family - 4 adults and 3 children coming to Kyoto from Tokyo. Could you let us know availability for the 5 nights 11/15 to 11/20, the rates for our party and how to get to your property from the shinkashen station?",1,1,,,,1,,,
Hello Ryan.Just would like to ask if the price of 264$ for two nights is for one room only or there will be other guests in the house or we have whole house for us. There are 2 adults and 2 children 14 and 16 years of age.,,,,1,,,,,
"Hi CARMEN,I would like to book your apartment from 11 to 14. my requests:1) Check in after 12pm2) check out after 2pmLet me know if thats ok",,,,,1,,,,
"Hi, I am coming to Bali from 1-5 Aug. I saw the price you are offering, its too high for us. Our budget is $100 per night for the 3 Bedroom Villa. Kindly let me know if that will be possible for you or something close to it, so that we can consider this option. Thanks",,,,,,,1,,
My name is kisha and I'm planning a birthday trip with my cousins. This is a very nice home and hopefully its available,1,,,,,,,,
U may call me at +-- ---- ---- thanks,,,,,,,,1,
"Hello, I would like to know if the house is still available for these dates : 24 - 26th dec . We are planning to drive down from KL to JB. Is it a landed house ? Please get back to me asap. thanks.",1,,,1,,,,,
Hi my Freind want to book this villa all we need to no is how many ensuites and how my many bathrooms are outside the rooms please let us no asap so we can book,,,,1,,,,,
Hi Susan!My name is Arsh. Me and my friend James are about to finish our medical elective in Boracay and were looking for a place to stay in Manila for our last few nights in the Philippines before flying back to the UK. We really like the look of this condo but we realised it asks for bookings to be made a month in advance. Is it too late to make a booking for next weekend? Thanks in advance.,1,,,,,,,,1
"Hello, I'm writing to get a better description of your bedrooms I your property. It states 6 bedrooms. Can you please explain to me how the layout is setup?Please call or email me at -----@-----.--- or +-- ---- ---- ms. Anderson",,,,1,,,,1,
"Hi PaulI am looking for options for villa's near Patong. Myself and my girlfriend, My parents and my Brother are travelling.Is there availability and what would be the best rate for the above dates please?Kind RegardsMark",1,1,,,,,,,
"hi,1) i notice from your listing that you charge Malaysian ringgit  RM61.oo per day for cleaning, is this correct? Or is it per  RM61.00 per stay? If it is for each day, this charge seems quite a lot, as other listing mostly charge for per stay.2) Wonder if you do any special rate for like one week or  longer stay?3) Is that sauna facility in the building? Hot tubs?look forward to your reply. Thank you.Shireen",,1,,1,,,,,1
"Hello Niaz ! My name is Kelvin, and I am very interested in this serviced apartment you have, I am actually planning a birthday celebration with my love on 6th of march, and would like to stay for a day until 7th of march, however, is it possible for me to check the place out before anything is made? i would like to cook for her as well during that day, hope to hear from you soon ! Contact me at +-- ---- ---- Thanks ! Regards, Kelvin",1,,,,,,,,1
"Hi,We are three couples with Kids. We are looking for a service apartment where we all can sit together and enjoy new year eve.Please reply asap.BR// Vibhas",1,,,,,,,,
"Hi, I'm travelling with 5 adults and 4 kids age 4-8, may i know the rental charges because I found that the more guests the rental charges will be higher.",,1,,,,,,,
"Hello ,I'm Hadi, here in NYC for a project , i'm interested in subletting your apartment starting today July 7th (flexible date)!up to august 18th. Is it still available and I can schedule to see it today? please reply my direct email: -----@-----.--- and here my ------- profile: http://-------.---/Thank you",1,,,,,,,1,1
hi rwaida..can you please confirm to me that you have four bedroom appartment in the mentioned days and how can i pay and is it available in -------.---?,1,,,,,,,,1
I would like to ask about how to pay the rent?and also I want to know if I can bring my pet?,,1,,,1,,,,
I'm a couple with a 3 years old kid. We just arrived today. Do call me back as I like to find out more ASAP. thank you. TK +-- ---- ----,,,,,,,,1,
hello Jonah. i know that it states in your ad that minimum stay is 3 nights but we only need 2. is there anyway you can accommodate please? my name is vanessa. pls text me +-- ---- ----. we need the place on satirday aug1 until monday aug3 only. please.,1,,,,,,,,1
"Looking for 2BHK Appartment as per the dates mentioned.Please give total amount inclusive tax if any for 03ns-04Ds.Request you to speak on +-- ---- ----With Warm Regards,Sanjeev V Nayak+-- ---- ----",,1,,,,,,,
I will be in dubai for holiday with my family from 15th December to 15th january,,,,,,,,,1
"Hello, we are a family of 6 from Australia looking for any specials for 2 nights in Singapore.Thank youJason and family",1,,,,,,,,
"Hi, we are interested in booking your apartment but have just a few questions. Firstly, is the apartment heated in every room and I assume the price includes this? Also is the free parking close by?We would like to bring our very well behaved cocker spaniel, is this OK? Please note he has his own bed and is not allowed on furniture.Finally I have seen on one site that the kitchen is shared, I assume this is incorrect?I look forward to hearing from you.Kind regardsLesleyCaserma Carina",,1,,1,1,,,,
"Hi there sir,We are interested in booking this unit for the weekend, first week of March.Would you be able to advise us on the next step to proceed with the booking?Thank you.",1,,,,,,,,1
"We are from Los Angeles, California and we are looking for a place to stay on 03-06-16 thru +-- ---- ----. Please advise if these dates are available so we can book it. We really like your condo. It is conveniently located to everything.Please respond as soon as possible. Thank you, Lolita",1,,,,,,,1,
"Hi..My Name is Farida. May i know what is your apartment name? And how many people can be in the room? I need some more room, for my company group. Do you still have any?ThanksFarida",,,,1,,,,,
Hi host. May I know is there any mattress that you can add for us? We have a group of 14. Thanks :),,,,1,,,,,
Good morning. How much in total we need to pay from October 3 to October 7. We are in Tokyo now what's your full address,,1,,,,1,,,
"Hi Yan, I think I contacted you also on another site concerning your downtown property. I pretty much have the same question about parking at this Upper Kirby Location. Because the camper on truck is tall it maybe difficult to park in garage. I just need to know if there is street level parking where I won't get towed. Also is 441 total and final for this location? Thank You!",,1,,1,,,,,
"Hi, is the apartment available during 15/8-17/8?Thank you",1,,,,,,,,
"Hi I want to book a studio/ 1 bedroom apartment from 30/11/2015 and checking out 04/12/15. I shall be with my wife and 4 years daughter (sleeps with us). We shall be traveling from Sydney and arriving in Singapore early morning at 12:30 am on 30/11/15. So, we want do late check in perhaps around 2:00am. Can we do late check in early in the morining? Our departure flight is on 04/12/15 at 7:30 PM. Can we do late check out, say 4:00 PM? RegardsIqbal Dhali",,,,,1,,,,
Can you please give me an accurate quote for these dates? 8 adults 7 children?Kylie,,1,,,,,,,
"Hi Craig,First i want to introduce myself, my name is Elen and i'm from Jakarta, Indonesia. So, i'd like to tell you about my plan to Bali. I'll go to Bali around 1-6th May 2016 and i go there with my daughter and her friends, and i would like to know if your villa can accommodate 12 people or not because when i saw the pict of the villa, it's quite big and spacious. It's hard to find a spacious and beautiful villa with medium price like yours. I chose this villa because it's near the center of Seminyak so that my daughter and her friends easy to find food and other. And i'd also want to know if the villa is available on that date or not ? Note : ( my daughter and her friends are about 14-15 years old )That's all i want to ask. Thanks for your time, Craig. I hope that you can be able to reply my message.",1,,1,,,,,,
can you email me -----@-----.--- ... I am interested in renting your apt. for 16 days..Are you flexible with price?,,1,,,,,,1,
"We look for a house for 3 nights in january (4 to7). We are with 7 people (need 4 bedrooms). Because my wife is disabled we need separate shower (no bathtub) in main bedroom. We have 2 Thai maids, 1 dutch couple and 1 single.Please can you give some information if this is possible. And what is the location in Hua Hin.regards,Otto Wegner",,,,1,,1,,,
Hi myself hazel I am coming with my family to phuket on the 3 till 6 November ! I wanted to ask you how far is your place from patong beach and bangla road plus what will be the total amount for 3 nights and are there any resteraunts near your place?,,,1,,,1,,,
Hi there we are trying to find a place to stay for the Marathon. Some friends are run in our honor. My friend Karson And I are both fighting cancer. Funds are really tight. Is there anything you could do to help with the costs? We can afford closer to $250 per night. Thank you Kathy,,,,,,,1,,
"Hi there,my name is Vincent. I'm a male and I'm 18. I'm currently living in Hong Kong, planning to travel around osaka from 4/8 to 9/8, which I'm planning to move around every night. This is my first time travelling alone, as I wanted to explore my inner self. Hope to hear from you soon!",,,,,,,,,1
Is it possible to check in around 7 or 8 pm? We take the train from Tokyo.Thank you!Daria,,,,,1,,,,
请问还有房吗？still got room for the date ?If i have 5 guest izit ok?,1,,,,1,,,,
"Your site mentions sleeping in beds for 6, yet I only see two bedrooms, one bed each. Is there another bed?Also, can you confirm availability for my dates.Thanks.",1,,,1,,,,,
Dear SirWe are family of 5 coming to LA first time from UK. We are looking for a property near all attractions I will be hiring a car but still need most of the things at walking distance. Please kindly let me know what is the best price you offer. Kind RegardsHaroon,,1,1,,,,,,
"We are 6 seniors that are looking for an apartment with 3 bedrooms from December 29 to January 5, 2016. We are coming from Canada. Please let me know of the availability for 7 nights and the price. .",1,1,,,,,,,
"Hello,My husband and I are looking at getting away for the Easter weekend. We think your property looks very nice. Do you allow pets? We have a golden Labrador.ThanksChloe",,,,,1,,,,
"My family (my wife and three kids 9, 7, and 4 years) and I will stay around this date. Is it possible to use your room? Thank you.",1,,,,,,,,
We are interested in renting your apartment for the dates indicated. there will only be 4 of us. thanks!Barb McMullen,1,,,,,,,,
I am interested in your condo for 13 - 15 JUL. Is parking available and secure?,1,,,1,,,,,
"Hi Brett, I hope you are well.My name is Omrane Khuder and I'm a Melbourne-based filmmaker. I make films for the Australian-based charities such as the Victoria Elderly Services, Angels Hope, the Salvo's, Make a Wish Foundation, and Cancer Council Victoria.I am looking to book in the cottage for Dec 18 to Dec 20. I want to be upfront and honest with you; the reason for my booking is, not only do I want to stay at the unit, I would also like to use the interior of the cottage as a scene in a film we're creating about the effects of Dementia. I want to ask you if you're okay with this.The reason why I create these films is to bring to light the issues in our communities such as Cancer, Dementia, Bullying, and etc. I make these films to create awareness for the organisations and charities appealing for aid to combat these unfortunate issues.It would be a great help if I can book in the cottage for those dates and with your permission be able to film a few scenes in the unit. I have public liability insurance and i assure you only I and another one person will be staying overnight.I look forward to hearing from you.Omrane.+-- ---- ----.",1,,,,,,,,1
We are planning to arrive by ferry from Roscoff to Bilboa on 1/12/2015 and leave on 2/1/2016. Staying for 32 nights. Can you please give me a price in euros. Thank you.,,1,,,,,,,
"hi . My name is Vasanthi . I am staying in Subang Jaya, Selangor. We are planning to go to Penang for Thaipusam. Pls give me a quote.",,1,,,,,,,
"Hello Ju,I'm Nan from Thailand . My family plan to come for holiday in s'pore during April. We interested in your accommodation 3 bed rooms. And another seperate 1 bedroom.1. Both still available?2. Like to check if I have 4 adults and 7 kids (4 kids ranging 2-5 years old, 3 ard 12-15) is that possible for the whole apartment? And we also interested3. Is your apartment walking distance tp mrt? 4. It easy to walk to mrt? Due to we have a lot of children. 5. Please confirm us for a booking rate.Hope you can reply us asap so we can faster make a reservation. Thanks",1,1,1,,,1,,,
I would like to inquire is the unit avail on dec 23 to dec 25 for 15 adults and 5 children tnx,1,,,,,,,,
"I have to go to Juntendo medical school : Hongo-Ochanomizu . Is this far away / difficult to assess from your room? I found you got 2 rooms :1 in Yotsuya and another one near Waseda University.Best regards,Usa",,,,,,1,,,
"Hello, is the house available for rent check in toddaay (17/10) for 1 night for 10pax?",1,,,,,,,,
"Hello, It is my best friends birthday this weekend and we are hoping to rent an apartment in the CBD or Bondi area for a short weekend getaway. I understand you have a minimum 5 night stay and the message bar would not let us email without changing to 5 nights. However if there is any chance you could make an exception if the apartment is available that would be fantastic! The evening we are looking to stay is Saturday the 10th.I look forward to hearing from you!Kind Regards, Cassie Hicking",1,,,,,,,,1
"Hi,We are a couple with 3 kids coming to US in September. Your apartment look amazing.Is the place close to attractions, metro station and it is quiet at night?Thanks,Simona.",,,1,,,1,,,
"hi I'm interested in renting your place but not so familiar with Hong Kong. I'm traveling with my family of 08 people. With one elderly and one child included. Just need to check easy to find your place by taxi from airport if I'm not taking airport bus. and easy to find taxi at your place. Just confirm whether there are 03 bedrooms and 01 living room. Base on the photos and description, Bedroom A and C have two beds and Bedroom B is double bed with all shower facility. I'm traveling in December will it be very cold in the house.",,,,1,,1,,,
We see you have available Jan 15-17 and Feb 9-14. If we book both times can we store some luggage between stay?,,,,,1,,,,
i want to know the address .how long will take to get there from kanshai airport?,,,,,,1,,,
hallo Ham..i already make payment by master credit card for 4 night (19 -23 AUG). Do you already received ?,,,,,,,,,1
"Just another question please -- the price listed, SGD $279 per night, is the price for the whole villa and not a room right?ThanksNazimah",,1,,,,,,,
Hi thereWe are a family of two adults and four teens +-- ---- ---- and we would like to stay one week in koh samui around Christmas. What would be the total price fur these seven daysBest regards,,1,,,,,,,
for party with friends,,,,,,,,,1
"Hello Vanessa,My name is Kennedy and I will be moving to Australia with 2 of my friends from Toronto, Canada. We are all 25 year old females who will be coming to Australia on a 1 year work visa. We are interested in your beautiful home and wanted to inquire about the cost of weekly, or monthly rent.I look forward to hearing from you,Kennedy",,1,,,,,,,
"Greetings,We are a family of 10 ( 9 adults and 1 child of 8 years)We are interested to stay in your apartment.I am very concern about the safety of my grandchildren.May I ask if your place is in a secure location?Is it located in a building similar with Chongking mansion with many stores and peddlers/vendor roaming around the apartment entrance.I am not that picky just want peace of mind.hope this inquiry will merit your kind attention.Thank you,Albert",,,,,,1,,,1
just wanna inquire if may available room pa po kayo for 2 person.,1,,,,,,,,
"Hello,Could we check in and out any time?Thanks,",,,,,1,,,,
"hi Dr, we will to travel to Bangkok at above mentioned date, would like to find out the walking distance from your apartment to the BTS and are we allowed to check in late evening on Nov 28, 2015 ? Thank you.",,,,,1,1,,,
Hi. Would like to know if your place is available on Dec 17 to +-- ---- ----.Thanks!,1,,,,,,,,
"my name Anand, we would like to rent your guest house for 1 day to celebrate my birthday andmy friend around 11 people will join.My contact number is +-- ---- ----",1,,,,,,,,
"What would be the total cost? Can I check in early, like 11?",,1,,,1,,,,
I want to rent the apartment just for saturday and leaving sunday about 10 am,1,,,,,,,,
"Hi. I just wanted to confirm the 3 bathrooms are full baths (toilet and shower). Also if you would be willing to take a little off the price for this three-night stay. Thank you for your response!Jeffrey RosenbergAtlanta, GA",,1,,,,,1,,
I just want to inquire if the given date still avaialabla and if we are the only persons in one room.Thanks,1,,,,,,,,1
"Dear Sir,We would like to rent your apartment for the time indicated above for 3 adults and our 2 grandchildren (8 and 5 year olds) and we were wondering what the bed situation is. Are the beds in the second bedroom singles? We would also need a bed for the 5 or 8 year old. We look forward to your early reply in order that we can get our booking underway.Could you also please advise us which building the apartment is in.Thank you. Kind Regards,Robert Holmes",,,,1,,,,,
"Hi Lisa,My wife and I would like to potentially book your property for a week (10/18 - 10/25). We live between Hong Kong and London. We have 2 children, one girl, one boy - aged 21 months and 6, respectively. Susannah, my wife, is the General Counsel for Blackstone in Asia (incl. Australia), and I run my own technology company, with offices in most major cities around the world. In fact, part of the reason why we are going to spend a week in Sydney is because I am looking to open an office in Sydney before the year is out.Please feel free to look me up on -------, -----@-----.---, and similarly for Susannah, -----@-----.---I am originally from Melbourne, and would very much like my kids to spend some quality time down in Australia.Looking forward to hearing from you.Best,Shiong",,,,,,,,1,
hi.. I am planning to say for one month to two months. I just want toabout the price per month and how to pay it. Is there balcony? thanksHi... I am interested to rent your condo for may be one to two months. How much is the rent for a month and how to pay. Thanks,,1,,,,,,,1
"Hi Jay, Can you give a rate for a 1 month stay?Thanks Andy",,1,,,,,,,
"Hi! The daily rate quoted on website is HKD177/night but the rate for booking is HKD707 per night. Could u please clarify? Also, we will arrive Haneda airport at 0500 on 1 April. Can we have early checkin at 7 am?",,1,,,1,,,,
"Hi, we are from Malaysia, planning to have a trip to Kyoto for vacation. I would like to inquire about the location of this accommodation. From the description, it is 2 mins walk to the Kyoto main station and Yasaka Shrine at the same time, which seems impossible. May I know the address of the flat, so that I can check it out on the map? Thanks!",,,1,,,,,,
I am very interested in your apartment. Is it available sept 2-5? We are traveling to NYC for the U.S. Open .,1,,,,,,,,
hi I want to know what location is this property at? what is the best price you can do for me as I would be there for 2 months. what floor is this property at?,,1,,1,,1,,,
"Hi Dewi,may I know how far to the airport is your beachfront villa? And will there be airport transfers for 10 persons? Will there be staff at the villa to cook and clean?Are all the rooms airconditioned?Thank youedwin",,,,1,,1,,,
Hi am looking for something for monthly rate or weekly rate starting from 19 dec,,1,,,,,,,
"Hi, I am travelling with my family on above mentioned dates. Need an apartment to have a comfortable stay. Please provide best available rates.",,1,,,,,,,
"Hello, I am inquiring about total pricing for the 3 nights of July 28-31 for 10 guests.  Thanks, Bonds",,1,,,,,,,
"Hello,Does this unit have one king bed or 2 double beds?Thank you, Stephanie",,,,1,,,,,
"I entered 11 adults for a stay from March 27 to 29 as shown above. However, the booking confirmation only listed 2 adults. Please advise as to how I could make the revision. Thank you.",,,,,,,,,1
